#z(>0.01) 	 mB 	 errmB 
0.14082 	 19.9245 	 0.182028 
0.14104 	 20.0305 	 0.201715 
0.14123 	 19.7877 	 0.210706 
0.14134 	 19.8707 	 0.259463 
0.14325 	 19.794 	 0.158316 
0.14345 	 20.2624 	 0.369665 
0.14359 	 19.8605 	 0.126647 
0.14404 	 19.8226 	 0.168444 
0.14423 	 19.763 	 0.239442 
0.14542 	 19.8988 	 0.208421 
0.14638 	 19.9327 	 0.205643 
0.14652 	 19.905 	 0.185624 
0.14737 	 19.7624 	 0.19564 
0.14747 	 19.7142 	 0.169668 
0.14771 	 19.881 	 0.186845 
0.14778 	 19.908 	 0.168022 
0.14803 	 19.9755 	 0.183004 
0.14806 	 19.7852 	 0.155606 
0.14834 	 19.7709 	 0.140105 
0.14898 	 19.9076 	 0.172844 
0.1494 	 19.8574 	 0.173123 
0.1505 	 19.8528 	 0.167881 
0.15084 	 19.9157 	 0.131373 
0.15195 	 19.7947 	 0.156456 
0.15291 	 20.0709 	 0.171081 
0.15318 	 19.9645 	 0.124868 
0.15336 	 19.8461 	 0.157633 
0.15341 	 20.0034 	 0.177329 
0.15357 	 20.1109 	 0.173378 
0.15511 	 19.9546 	 0.165696 
0.15526 	 20.025 	 0.155517 
0.15536 	 20.1464 	 0.173773 
0.15601 	 19.7174 	 0.177159 
0.15671 	 19.9557 	 0.208548 
0.15856 	 19.8264 	 0.161473 
0.15921 	 20.1737 	 0.282399 
0.15931 	 19.6973 	 0.141359 
0.15948 	 19.8378 	 0.140474 
0.16004 	 19.7898 	 0.269298 
0.16008 	 19.9756 	 0.165527 
0.16053 	 19.9527 	 0.215367 
0.16061 	 20.1712 	 0.258956 
0.16077 	 19.9632 	 0.207521 
0.16122 	 20.0576 	 0.244838 
0.16236 	 20.0722 	 0.222431 
0.16375 	 20.0277 	 0.199176 
0.16448 	 20.0104 	 0.197482 
0.16471 	 20.0763 	 0.136814 
0.16495 	 20.0652 	 0.148483 
0.16603 	 20.2408 	 0.240376 
0.16606 	 19.9287 	 0.191603 
0.16828 	 20.0227 	 0.163613 
0.16924 	 20.2625 	 0.180867 
0.16971 	 20.4191 	 0.273568 
0.17042 	 20.2212 	 0.129908 
0.17124 	 20.2894 	 0.274175 
0.17169 	 20.2073 	 0.21301 
0.17256 	 20.2491 	 0.175342 
0.1727 	 20.0146 	 0.149932 
0.17297 	 20.4733 	 0.251121 
0.17331 	 20.1341 	 0.129054 
0.17374 	 20.2873 	 0.181179 
0.17378 	 20.0963 	 0.149076 
0.17392 	 20.3456 	 0.317382 
0.17417 	 20.3204 	 0.134443 
0.1742 	 20.0787 	 0.151928 
0.17438 	 20.2523 	 0.181979 
0.17443 	 20.3016 	 0.22939 
0.17444 	 20.2319 	 0.160388 
0.17498 	 20.4904 	 0.18 
0.17666 	 20.2634 	 0.132749 
0.17713 	 20.2565 	 0.173535 
0.17737 	 20.2241 	 0.135602 
0.17786 	 20.0864 	 0.255935 
0.17791 	 20.3947 	 0.128745 
0.17852 	 20.7139 	 0.206103 
0.17901 	 20.388 	 0.155005 
0.17911 	 20.5142 	 0.19965 
0.17931 	 20.2825 	 0.228237 
0.17952 	 20.2979 	 0.279272 
0.17973 	 20.2989 	 0.172535 
0.17975 	 20.3432 	 0.207177 
0.18004 	 20.7449 	 0.266717 
0.1805 	 20.1158 	 0.134945 
0.18073 	 20.2505 	 0.130991 
0.18078 	 20.4636 	 0.177112 
0.18082 	 20.3861 	 0.131234 
0.18086 	 20.3621 	 0.244722 
0.18092 	 20.3683 	 0.206231 
0.18126 	 20.4055 	 0.224342 
0.18136 	 20.2338 	 0.13131 
0.18145 	 20.1423 	 0.233619 
0.18217 	 20.3333 	 0.199241 
0.18229 	 20.2729 	 0.147406 
0.18231 	 20.4355 	 0.150029 
0.18252 	 20.5291 	 0.175251 
0.1836 	 20.3465 	 0.29295 
0.18375 	 20.427 	 0.149144 
0.18389 	 20.499 	 0.195575 
0.18402 	 20.543 	 0.216702 
0.18458 	 20.6854 	 0.281171 
0.18459 	 20.5361 	 0.140077 
0.18484 	 20.4018 	 0.2755 
0.18493 	 20.36 	 0.132133 
0.18506 	 20.4905 	 0.157021 
0.18515 	 20.3817 	 0.158153 
0.18522 	 20.2897 	 0.170059 
0.18527 	 20.5352 	 0.136717 
0.18667 	 20.5029 	 0.141963 
0.18728 	 20.5164 	 0.134017 
0.18809 	 20.4921 	 0.189553 
0.18906 	 20.1854 	 0.147113 
0.18908 	 20.5559 	 0.254842 
0.18929 	 20.6829 	 0.227356 
0.18929 	 20.8878 	 0.198697 
0.18948 	 20.4883 	 0.207448 
0.18952 	 20.5094 	 0.237114 
0.18995 	 20.4756 	 0.223097 
0.19025 	 20.6277 	 0.155666 
0.19042 	 20.4362 	 0.293734 
0.19044 	 20.6652 	 0.152469 
0.19413 	 20.5453 	 0.217185 
0.19434 	 20.6257 	 0.220354 
0.19546 	 20.8813 	 0.403052 
0.19553 	 20.4581 	 0.154272 
0.19557 	 20.6552 	 0.194065 
0.19568 	 20.705 	 0.210601 
0.19616 	 20.4758 	 0.121857 
0.19621 	 20.5217 	 0.155637 
0.19627 	 20.5867 	 0.253215 
0.19635 	 20.6397 	 0.292175 
0.19733 	 20.5488 	 0.138981 
0.19741 	 20.4402 	 0.128057 
0.19782 	 20.239 	 0.187234 
0.19817 	 20.5031 	 0.180536 
0.19828 	 20.6349 	 0.172306 
0.19861 	 21.0716 	 0.237064 
0.19877 	 20.6351 	 0.209756 
0.19878 	 20.636 	 0.172401 
0.19908 	 20.7686 	 0.215956 
0.19953 	 20.5981 	 0.252789 
0.19961 	 20.4234 	 0.244669 
0.1997 	 20.6435 	 0.169412 
0.20077 	 20.4307 	 0.193097 
0.20083 	 20.7308 	 0.251511 
0.20087 	 20.5142 	 0.314972 
0.20128 	 20.6045 	 0.215266 
0.20231 	 20.3654 	 0.196276 
0.20249 	 20.7419 	 0.157404 
0.20279 	 20.5843 	 0.182984 
0.2032 	 20.7128 	 0.144119 
0.20329 	 20.6292 	 0.164646 
0.20331 	 20.6747 	 0.171689 
0.20334 	 20.6805 	 0.214434 
0.20382 	 20.6511 	 0.169342 
0.20469 	 20.6279 	 0.157717 
0.20483 	 20.5897 	 0.200513 
0.20523 	 20.9131 	 0.226108 
0.20562 	 20.5596 	 0.172847 
0.20691 	 20.6695 	 0.278525 
0.20748 	 21.063 	 0.332572 
0.20751 	 20.8195 	 0.146505 
0.2084 	 20.4769 	 0.270839 
0.20856 	 20.6228 	 0.144273 
0.20868 	 20.8504 	 0.237981 
0.2087 	 20.6109 	 0.195843 
0.20879 	 20.6268 	 0.157351 
0.20948 	 20.5883 	 0.260744 
0.21015 	 20.8949 	 0.146409 
0.21037 	 20.2013 	 0.184063 
0.21084 	 20.7102 	 0.221376 
0.21095 	 20.553 	 0.153359 
0.21114 	 20.7022 	 0.161016 
0.21134 	 20.8885 	 0.264746 
0.21174 	 20.7146 	 0.228911 
0.212 	 20.6606 	 0.192614 
0.21225 	 20.6844 	 0.242226 
0.2135 	 20.7688 	 0.16306 
0.21365 	 20.7554 	 0.188405 
0.21398 	 20.6344 	 0.195634 
0.2144 	 20.7649 	 0.297682 
0.21507 	 20.6295 	 0.477123 
0.21521 	 21.2111 	 0.227836 
0.21578 	 20.9723 	 0.257304 
0.2165 	 20.5723 	 0.138936 
0.21689 	 20.8142 	 0.188459 
0.21692 	 20.8402 	 0.183323 
0.21742 	 20.8865 	 0.268256 
0.21794 	 20.7412 	 0.17274 
0.21845 	 20.9686 	 0.202626 
0.21881 	 20.8886 	 0.24612 
0.21897 	 20.9395 	 0.23921 
0.21898 	 20.8762 	 0.21715 
0.21899 	 20.7766 	 0.127998 
0.21941 	 20.7518 	 0.20721 
0.2195 	 20.8568 	 0.157737 
0.21972 	 20.8086 	 0.121352 
0.21978 	 20.8352 	 0.171261 
0.2199 	 20.9857 	 0.218533 
0.22017 	 20.6698 	 0.241441 
0.22066 	 20.9346 	 0.22365 
0.22083 	 20.8268 	 0.265452 
0.22132 	 20.7911 	 0.140687 
0.22132 	 20.8058 	 0.202968 
0.2215 	 20.9407 	 0.163954 
0.22299 	 21.0727 	 0.27993 
0.22349 	 20.8981 	 0.165084 
0.22385 	 20.7632 	 0.170696 
0.22449 	 20.8763 	 0.195353 
0.22449 	 20.6919 	 0.244287 
0.22493 	 20.8596 	 0.158331 
0.22542 	 20.8961 	 0.171928 
0.22543 	 20.8799 	 0.186984 
0.22551 	 20.9326 	 0.19559 
0.22578 	 20.7335 	 0.17388 
0.22645 	 21.1382 	 0.199257 
0.22726 	 20.844 	 0.226887 
0.22818 	 20.9706 	 0.181397 
0.22865 	 20.9074 	 0.307057 
0.22928 	 20.9699 	 0.200596 
0.22978 	 20.8821 	 0.186118 
0.2302 	 20.8753 	 0.225836 
0.23041 	 21.0532 	 0.258704 
0.23082 	 20.8187 	 0.295617 
0.23086 	 20.8519 	 0.202919 
0.23092 	 21.0428 	 0.224673 
0.23125 	 21.0639 	 0.187823 
0.23162 	 20.948 	 0.225294 
0.23164 	 20.8345 	 0.235724 
0.23205 	 20.9515 	 0.157205 
0.23282 	 20.5811 	 0.17888 
0.23367 	 20.9327 	 0.253626 
0.23378 	 21.1618 	 0.194504 
0.23391 	 20.9258 	 0.290889 
0.23395 	 20.8859 	 0.21239 
0.23472 	 20.9382 	 0.326877 
0.23481 	 21.0254 	 0.165515 
0.23494 	 20.905 	 0.181242 
0.2352 	 20.9099 	 0.273826 
0.23556 	 20.9806 	 0.212494 
0.23639 	 21.1275 	 0.153376 
0.23662 	 21.0106 	 0.154383 
0.23664 	 21.2144 	 0.191234 
0.23685 	 20.866 	 0.235106 
0.23693 	 20.9749 	 0.208496 
0.23721 	 20.9715 	 0.202153 
0.23746 	 21.4835 	 0.304522 
0.23789 	 20.9787 	 0.170143 
0.2395 	 20.6529 	 0.206653 
0.23981 	 20.877 	 0.178758 
0.2402 	 21.1317 	 0.262843 
0.24085 	 21.1486 	 0.164535 
0.24122 	 21.0761 	 0.127834 
0.24151 	 20.8684 	 0.182146 
0.24164 	 20.919 	 0.260278 
0.2422 	 21.311 	 0.219703 
0.2428 	 21.1687 	 0.218194 
0.24284 	 21.3204 	 0.257709 
0.24329 	 20.9986 	 0.140544 
0.24354 	 21.285 	 0.305126 
0.2441 	 21.0426 	 0.241308 
0.24444 	 20.9534 	 0.220053 
0.24459 	 20.8733 	 0.184175 
0.24511 	 21.0806 	 0.207796 
0.24523 	 21.2427 	 0.179625 
0.24553 	 21.1052 	 0.217801 
0.24585 	 21.1788 	 0.165167 
0.24617 	 21.0943 	 0.146956 
0.2465 	 21.125 	 0.16921 
0.24656 	 21.0299 	 0.213035 
0.2466 	 21.1377 	 0.152782 
0.24711 	 20.9453 	 0.134755 
0.24846 	 20.95 	 0.175101 
0.2486 	 21.2382 	 0.214234 
0.24861 	 21.1746 	 0.193762 
0.24862 	 21.1127 	 0.260166 
0.24865 	 21.0726 	 0.176269 
0.24896 	 21.174 	 0.178589 
0.24909 	 21.0637 	 0.165166 
0.24972 	 21.4203 	 0.218948 
0.24983 	 21.0431 	 0.205026 
0.24986 	 21.1385 	 0.161473 
0.25019 	 21.3435 	 0.222865 
0.25022 	 21.1234 	 0.216542 
0.25043 	 21.1615 	 0.177575 
0.25051 	 21.3162 	 0.186783 
0.25063 	 21.0479 	 0.186331 
0.2509 	 21.1343 	 0.200797 
0.25199 	 21.2168 	 0.205582 
0.2526 	 21.2092 	 0.164293 
0.2526 	 21.1536 	 0.257739 
0.2533 	 21.1158 	 0.154711 
0.25358 	 20.7773 	 0.261432 
0.25407 	 21.2016 	 0.165575 
0.25616 	 21.3928 	 0.192289 
0.2562 	 21.3063 	 0.27033 
0.25637 	 21.1199 	 0.205546 
0.25683 	 21.2493 	 0.250287 
0.25731 	 21.3246 	 0.248499 
0.25736 	 21.2411 	 0.191714 
0.25772 	 21.3558 	 0.223687 
0.25813 	 21.275 	 0.229632 
0.25859 	 21.2133 	 0.207532 
0.25865 	 21.257 	 0.147331 
0.25904 	 21.2888 	 0.161457 
0.25919 	 21.0349 	 0.176551 
0.25923 	 21.1725 	 0.16069 
0.25948 	 21.2708 	 0.232277 
0.25952 	 21.189 	 0.167819 
0.26062 	 21.2503 	 0.169147 
0.26094 	 21.3598 	 0.183961 
0.26141 	 21.194 	 0.205762 
0.26162 	 21.1652 	 0.22392 
0.26172 	 21.4344 	 0.25753 
0.26173 	 21.428 	 0.231725 
0.26175 	 21.139 	 0.224408 
0.26184 	 21.4405 	 0.247658 
0.262 	 21.4686 	 0.215206 
0.26303 	 22.0111 	 0.513925 
0.26323 	 21.3858 	 0.167936 
0.2636 	 21.1467 	 0.175278 
0.26393 	 21.3058 	 0.165516 
0.26397 	 21.0505 	 0.204064 
0.26408 	 21.3812 	 0.380088 
0.26419 	 21.2544 	 0.236921 
0.2646 	 21.2623 	 0.196115 
0.26463 	 21.4189 	 0.255049 
0.26582 	 21.3557 	 0.218063 
0.26583 	 21.0714 	 0.204333 
0.2664 	 21.0371 	 0.263599 
0.267 	 21.2933 	 0.203116 
0.26791 	 21.2573 	 0.200253 
0.26818 	 21.2093 	 0.230467 
0.26859 	 21.326 	 0.189225 
0.2686 	 21.2023 	 0.238883 
0.26887 	 21.3509 	 0.215471 
0.2702 	 21.3833 	 0.195143 
0.27021 	 21.2559 	 0.16264 
0.27057 	 21.2609 	 0.207561 
0.27094 	 21.2357 	 0.163916 
0.27141 	 21.3147 	 0.120414 
0.27276 	 21.2885 	 0.171085 
0.27351 	 21.2191 	 0.206932 
0.27456 	 21.4869 	 0.291821 
0.27509 	 21.5239 	 0.237894 
0.27516 	 21.2756 	 0.240354 
0.27585 	 21.4101 	 0.211862 
0.27631 	 21.4219 	 0.178025 
0.27668 	 21.5974 	 0.270893 
0.27776 	 21.3656 	 0.243246 
0.27782 	 21.6657 	 0.175971 
0.27935 	 21.4507 	 0.162102 
0.2799 	 21.2526 	 0.197483 
0.27995 	 21.3134 	 0.150935 
0.2806 	 21.4133 	 0.150697 
0.28132 	 21.3694 	 0.172665 
0.28207 	 21.3456 	 0.164427 
0.28266 	 21.491 	 0.296127 
0.28344 	 21.4066 	 0.18239 
0.28405 	 21.3205 	 0.151751 
0.28446 	 21.2901 	 0.184598 
0.28446 	 21.4389 	 0.205322 
0.28478 	 21.8605 	 0.350286 
0.28557 	 21.4516 	 0.184018 
0.28588 	 21.418 	 0.171088 
0.28665 	 21.3859 	 0.215826 
0.28734 	 21.3161 	 0.248937 
0.28758 	 21.2849 	 0.237355 
0.28775 	 21.6223 	 0.225614 
0.28814 	 21.4545 	 0.186062 
0.28844 	 21.496 	 0.135178 
0.28854 	 21.4928 	 0.1632 
0.28894 	 21.6903 	 0.22442 
0.28901 	 21.4898 	 0.226897 
0.28905 	 21.4233 	 0.165869 
0.28907 	 21.449 	 0.275906 
0.28949 	 21.7235 	 0.254687 
0.28995 	 21.4863 	 0.270091 
0.29008 	 21.4768 	 0.232933 
0.29045 	 21.5331 	 0.229265 
0.29123 	 21.231 	 0.217476 
0.29193 	 21.5076 	 0.175644 
0.29196 	 21.5123 	 0.170069 
0.29215 	 21.4975 	 0.482974 
0.29221 	 21.1699 	 0.291222 
0.29251 	 21.3848 	 0.227227 
0.29256 	 21.4422 	 0.223209 
0.29293 	 21.4928 	 0.172198 
0.29298 	 21.5738 	 0.201757 
0.29365 	 21.604 	 0.203047 
0.29504 	 21.509 	 0.171668 
0.2958 	 21.7679 	 0.306727 
0.29587 	 21.7459 	 0.163566 
0.29647 	 21.7408 	 0.365057 
0.29692 	 21.4065 	 0.200814 
0.29695 	 21.4975 	 0.208762 
0.29853 	 22.0175 	 0.23116 
0.29855 	 21.4009 	 0.271544 
0.29893 	 21.6665 	 0.253616 
0.29933 	 21.7583 	 0.340612 
0.29945 	 21.7683 	 0.194112 
0.29947 	 21.4805 	 0.184499 
0.3002 	 21.7307 	 0.196309 
0.3003 	 21.6265 	 0.245709 
0.30089 	 21.9199 	 0.293486 
0.30142 	 21.6055 	 0.189791 
0.30152 	 21.8556 	 0.20427 
0.30251 	 21.6364 	 0.223122 
0.30304 	 21.5674 	 0.273372 
0.30352 	 21.6674 	 0.139941 
0.30365 	 21.8248 	 0.195672 
0.30404 	 21.466 	 0.220442 
0.30406 	 21.4522 	 0.180508 
0.30476 	 21.7881 	 0.241296 
0.30486 	 21.6488 	 0.137489 
0.30526 	 21.3394 	 0.30552 
0.30538 	 21.6524 	 0.131087 
0.30548 	 21.7511 	 0.224608 
0.30581 	 21.6921 	 0.163275 
0.30652 	 21.6429 	 0.199749 
0.30681 	 21.907 	 0.237566 
0.30691 	 21.7043 	 0.147609 
0.30818 	 21.9488 	 0.137016 
0.30834 	 21.7003 	 0.252626 
0.30878 	 21.7424 	 0.150006 
0.30922 	 21.793 	 0.24918 
0.30938 	 21.7227 	 0.269028 
0.30949 	 21.7647 	 0.299213 
0.30962 	 21.467 	 0.255756 
0.31052 	 21.3667 	 0.335336 
0.31061 	 21.7432 	 0.219739 
0.31088 	 21.793 	 0.180631 
0.31144 	 21.7593 	 0.139148 
0.31179 	 21.7847 	 0.209189 
0.31203 	 21.6973 	 0.158158 
0.31262 	 21.7035 	 0.147254 
0.31267 	 21.7822 	 0.278167 
0.3127 	 21.3709 	 0.204424 
0.31296 	 21.7665 	 0.2017 
0.31303 	 21.7531 	 0.174721 
0.31387 	 21.7698 	 0.212727 
0.31453 	 21.8721 	 0.153352 
0.31506 	 21.7664 	 0.226199 
0.3152 	 21.6307 	 0.218301 
0.31588 	 21.9503 	 0.231736 
0.31593 	 21.68 	 0.226031 
0.31623 	 21.9449 	 0.272758 
0.31782 	 21.8208 	 0.194052 
0.31804 	 21.8242 	 0.165019 
0.31822 	 21.7669 	 0.151096 
0.3185 	 22.0815 	 0.326812 
0.31901 	 21.888 	 0.17561 
0.31901 	 21.6411 	 0.20208 
0.32096 	 21.9785 	 0.20553 
0.32104 	 21.7016 	 0.154025 
0.32118 	 21.9391 	 0.292199 
0.32206 	 21.4741 	 0.197428 
0.32223 	 21.6098 	 0.155864 
0.32223 	 21.6244 	 0.136121 
0.32276 	 21.6786 	 0.210177 
0.32446 	 21.8169 	 0.123552 
0.32548 	 21.9743 	 0.19137 
0.3256 	 22.0095 	 0.253854 
0.3258 	 21.9109 	 0.269927 
0.32581 	 21.7948 	 0.13912 
0.32632 	 21.7974 	 0.154865 
0.32804 	 21.7472 	 0.169699 
0.32842 	 22.0549 	 0.307244 
0.32848 	 22.098 	 0.277388 
0.32851 	 21.681 	 0.294415 
0.32868 	 21.8186 	 0.148043 
0.32868 	 21.847 	 0.141621 
0.32871 	 21.6746 	 0.220549 
0.32907 	 21.8036 	 0.16293 
0.32941 	 22.1579 	 0.309396 
0.32952 	 21.9861 	 0.16024 
0.32968 	 21.8501 	 0.111583 
0.32995 	 21.5914 	 0.208068 
0.33047 	 21.9776 	 0.128807 
0.33056 	 21.9144 	 0.21272 
0.33063 	 21.9159 	 0.229507 
0.33089 	 21.9056 	 0.237926 
0.3309 	 21.743 	 0.210322 
0.33103 	 21.7568 	 0.134432 
0.33147 	 21.7771 	 0.217018 
0.33147 	 21.9805 	 0.284201 
0.33147 	 21.8482 	 0.163826 
0.33189 	 21.7619 	 0.141445 
0.33237 	 21.724 	 0.156927 
0.33298 	 22.0769 	 0.199859 
0.3335 	 21.7495 	 0.139304 
0.3335 	 21.7836 	 0.174041 
0.3345 	 21.8674 	 0.234169 
0.33498 	 21.7721 	 0.16973 
0.3351 	 21.7712 	 0.175867 
0.33671 	 21.7837 	 0.182251 
0.33749 	 21.9148 	 0.277342 
0.33751 	 21.7568 	 0.235699 
0.33762 	 21.8947 	 0.174019 
0.33778 	 21.9007 	 0.232298 
0.33818 	 21.892 	 0.20951 
0.33848 	 21.8601 	 0.198585 
0.33897 	 21.8025 	 0.355487 
0.34061 	 21.9207 	 0.190519 
0.34098 	 21.8057 	 0.192415 
0.34111 	 21.8111 	 0.25367 
0.34169 	 21.9592 	 0.319871 
0.34446 	 22.0551 	 0.150058 
0.34448 	 22.0384 	 0.297982 
0.34487 	 21.9803 	 0.169534 
0.34545 	 21.9503 	 0.228622 
0.34602 	 22.0788 	 0.13399 
0.34696 	 22.1633 	 0.36936 
0.34717 	 21.8644 	 0.242775 
0.34881 	 22.1191 	 0.21674 
0.3491 	 21.9969 	 0.156289 
0.34912 	 22.029 	 0.204259 
0.34932 	 21.8876 	 0.155629 
0.34939 	 21.9503 	 0.166428 
0.34949 	 21.752 	 0.224702 
0.34949 	 22.1226 	 0.169292 
0.34949 	 21.8996 	 0.204053 
0.34968 	 22.2343 	 0.286414 
0.35015 	 21.9337 	 0.144515 
0.35059 	 21.9812 	 0.160871 
0.35099 	 22.0002 	 0.159103 
0.35149 	 22.2268 	 0.207758 
0.35149 	 22.0813 	 0.136315 
0.35372 	 22.1127 	 0.190035 
0.35519 	 22.2117 	 0.221402 
0.35774 	 22.1044 	 0.290713 
0.358 	 22.1009 	 0.213552 
0.35842 	 21.9893 	 0.214298 
0.3585 	 21.8954 	 0.287731 
0.35909 	 21.9002 	 0.304482 
0.35909 	 22.1899 	 0.168965 
0.35946 	 22.1683 	 0.152092 
0.36017 	 21.934 	 0.189244 
0.36034 	 21.8261 	 0.2287 
0.36091 	 22.1798 	 0.195675 
0.36147 	 21.8629 	 0.286753 
0.3628 	 21.9922 	 0.208254 
0.36325 	 22.111 	 0.2134 
0.36499 	 22.2096 	 0.290313 
0.36623 	 21.883 	 0.224608 
0.36656 	 21.9797 	 0.153297 
0.36713 	 21.9558 	 0.149493 
0.3679 	 22.0097 	 0.163359 
0.36799 	 22.2169 	 0.156057 
0.36839 	 22.2949 	 0.335343 
0.36857 	 22.21 	 0.344494 
0.36962 	 22.1968 	 0.242857 
0.36987 	 21.9655 	 0.253612 
0.37023 	 22.1264 	 0.186837 
0.37052 	 22.1229 	 0.160993 
0.37053 	 22.1303 	 0.157731 
0.37057 	 22.3865 	 0.255207 
0.37062 	 22.02 	 0.281113 
0.37062 	 21.8168 	 0.133144 
0.37095 	 22.1568 	 0.389586 
0.37138 	 22.081 	 0.165922 
0.37153 	 22.1312 	 0.11347 
0.37153 	 22.1759 	 0.1632 
0.37353 	 22.0584 	 0.13027 
0.37436 	 22.2192 	 0.233228 
0.37676 	 22.1625 	 0.152336 
0.37805 	 22.1068 	 0.221544 
0.37852 	 22.1741 	 0.180392 
0.37991 	 22.0429 	 0.218255 
0.37997 	 22.1624 	 0.161555 
0.38061 	 22.2084 	 0.186096 
0.38092 	 22.1981 	 0.199616 
0.38129 	 22.2019 	 0.202337 
0.38153 	 22.4245 	 0.217312 
0.38185 	 22.3085 	 0.197057 
0.38248 	 22.1196 	 0.263796 
0.38291 	 22.1148 	 0.204813 
0.38402 	 22.2652 	 0.200026 
0.386 	 22.2687 	 0.149698 
0.38672 	 22.1261 	 0.269458 
0.38744 	 22.3037 	 0.272138 
0.38781 	 22.3772 	 0.282606 
0.38895 	 22.13 	 0.197743 
0.38949 	 22.291 	 0.190269 
0.39255 	 22.2212 	 0.235747 
0.3951 	 22.2147 	 0.20185 
0.39706 	 22.006 	 0.166358 
0.39944 	 22.4589 	 0.286551 
0.4005 	 22.2388 	 0.15602 
0.40221 	 22.2265 	 0.197688 
0.40293 	 22.2948 	 0.289144 
0.40368 	 22.363 	 0.212116 
0.40463 	 22.4217 	 0.163837 
0.40483 	 22.0843 	 0.200221 
0.4055 	 22.5277 	 0.132801 
0.40646 	 22.4384 	 0.166642 
0.40895 	 22.4472 	 0.2385 
0.4092 	 22.4875 	 0.36265 
0.40935 	 22.4531 	 0.273629 
0.40949 	 22.4254 	 0.170063 
0.41004 	 22.4306 	 0.278663 
0.41123 	 22.409 	 0.316941 
0.4114 	 22.5805 	 0.241171 
0.41161 	 22.5601 	 0.146641 
0.41266 	 22.5363 	 0.329022 
0.41657 	 22.4765 	 0.146745 
0.41857 	 22.3644 	 0.200288 
0.41936 	 22.4333 	 0.190697 
0.41939 	 22.2074 	 0.220996 
0.4196 	 22.6132 	 0.222992 
0.41965 	 22.5451 	 0.234205 
0.41995 	 22.1864 	 0.293175 
0.42036 	 22.5813 	 0.343127 
0.42088 	 22.3648 	 0.174351 
0.42094 	 22.475 	 0.248656 
0.42195 	 22.2806 	 0.269472 
0.42247 	 22.3953 	 0.230128 
0.42249 	 22.4266 	 0.274122 
0.42348 	 22.3425 	 0.1845 
0.4236 	 22.5873 	 0.399906 
0.42399 	 22.4734 	 0.131426 
0.42459 	 22.4953 	 0.193961 
0.42568 	 22.4509 	 0.193594 
0.42602 	 22.4987 	 0.173359 
0.427 	 22.56 	 0.227945 
0.42703 	 22.5818 	 0.196477 
0.42793 	 23.0227 	 0.237078 
0.42859 	 22.6295 	 0.402639 
0.42895 	 22.3913 	 0.191504 
0.42903 	 22.5736 	 0.249299 
0.42976 	 22.6689 	 0.196222 
0.4302 	 22.5824 	 0.163569 
0.43494 	 22.5298 	 0.181679 
0.43546 	 22.3309 	 0.130894 
0.43683 	 22.7521 	 0.179784 
0.4376 	 22.3723 	 0.163932 
0.43783 	 22.629 	 0.355854 
0.4389 	 22.2149 	 0.209461 
0.43891 	 22.4152 	 0.278656 
0.43935 	 22.5732 	 0.200978 
0.44013 	 22.8871 	 0.44109 
0.44067 	 22.3834 	 0.157885 
0.44149 	 22.4293 	 0.181576 
0.44245 	 22.5993 	 0.17077 
0.44263 	 22.6509 	 0.137065 
0.44361 	 22.54 	 0.180208 
0.44391 	 22.5539 	 0.289089 
0.44764 	 22.6022 	 0.222321 
0.44886 	 22.6323 	 0.220164 
0.44891 	 22.7345 	 0.213951 
0.45068 	 22.3916 	 0.155357 
0.45106 	 22.6751 	 0.211716 
0.45162 	 22.3362 	 0.223723 
0.45162 	 22.7393 	 0.152341 
0.45163 	 22.4632 	 0.304189 
0.45218 	 22.7429 	 0.318935 
0.45328 	 22.5423 	 0.206024 
0.45346 	 22.6333 	 0.141558 
0.45458 	 22.5343 	 0.207487 
0.45477 	 22.631 	 0.282863 
0.45885 	 22.7149 	 0.250735 
0.46064 	 22.7491 	 0.189025 
0.46104 	 22.7632 	 0.228663 
0.46164 	 22.7309 	 0.135783 
0.46643 	 23.0894 	 0.395571 
0.46654 	 22.795 	 0.133213 
0.46842 	 22.7203 	 0.20437 
0.46887 	 22.5101 	 0.232472 
0.47042 	 22.9621 	 0.403614 
0.47065 	 22.7605 	 0.178608 
0.47163 	 22.7268 	 0.209178 
0.47204 	 22.7844 	 0.255487 
0.47565 	 22.685 	 0.175042 
0.47786 	 22.9739 	 0.226675 
0.47941 	 22.6165 	 0.202088 
0.47946 	 22.7577 	 0.197147 
0.47988 	 22.6426 	 0.236258 
0.48064 	 22.7511 	 0.158073 
0.48065 	 22.7218 	 0.136578 
0.48164 	 23.0525 	 0.209151 
0.48888 	 22.8312 	 0.197899 
0.49244 	 23.0253 	 0.334315 
0.49499 	 22.8291 	 0.162788 
0.49566 	 22.8923 	 0.117866 
0.49579 	 22.8287 	 0.151559 
0.49739 	 22.8738 	 0.224236 
0.50067 	 23.004 	 0.252376 
0.50098 	 22.8635 	 0.281843 
0.50282 	 22.908 	 0.216875 
0.50285 	 22.8173 	 0.311707 
0.50306 	 22.8954 	 0.310109 
0.50316 	 22.8914 	 0.227088 
0.50593 	 22.826 	 0.164502 
0.50615 	 22.8513 	 0.149287 
0.50725 	 22.9828 	 0.178949 
0.50739 	 22.9889 	 0.287557 
0.50825 	 22.7663 	 0.182324 
0.51016 	 22.8415 	 0.141859 
0.51095 	 22.8053 	 0.237556 
0.51169 	 23.1355 	 0.225672 
0.51387 	 23.0037 	 0.358645 
0.51437 	 22.9729 	 0.194295 
0.51469 	 23.0729 	 0.402018 
